networkx,pagerank,1000000,4999975,0,3.900432
networkx,pagerank,1000000,4999975,1,3.507817
networkx,pagerank,1000000,4999975,2,3.655402
networkx,wcc,1000000,4999975,0,2.252747
networkx,wcc,1000000,4999975,1,2.257694
networkx,wcc,1000000,4999975,2,2.116577
networkx,bfs,1000000,4999975,0,2.557057
networkx,bfs,1000000,4999975,1,1.722688
networkx,bfs,1000000,4999975,2,2.322100
networkx,mem,1000000,0,0,3260301312
igraph,build,1000000,4999975,0,0.378748
igraph,build,1000000,4999975,1,0.331793
igraph,build,1000000,4999975,2,0.308833
igraph,pagerank,1000000,4999975,0,0.186105
igraph,pagerank,1000000,4999975,1,0.181751
igraph,pagerank,1000000,4999975,2,0.177491
igraph,wcc,1000000,4999975,0,0.260947
igraph,wcc,1000000,4999975,1,0.025874
igraph,wcc,1000000,4999975,2,0.025042
igraph,bfs,1000000,4999975,0,0.155287
igraph,bfs,1000000,4999975,1,0.128129
igraph,bfs,1000000,4999975,2,0.145436
igraph,mem,1000000,0,0,1718697984
